angIn,angOut,angRef,angD,ni,lambda,color,angInDeg,angOutDeg,angRefDeg,angD2Deg,angD2DegCorr,rainbowNo
0.0158263682925142,0.0556359964513187,0.0119103941239634,0.0398096281588026,4,700,#A20000,0.907,3.188,180.682,2.281,177.719,2
0.0237395586115202,0.0817823539451221,0.0175869854261046,0.0580427953335944,4,400,#5B0088,1.36,4.686,181.008,3.326,176.674,2
0.0237395586115202,0.0822465042448718,0.0176643438093931,0.0585069456333478,4,450,#0033FF,1.36,4.712,181.012,3.352,176.648,2
0.0237395586115202,0.0825977859390075,0.0177228907584157,0.0588582273274794,4,500,#00FF80,1.36,4.733,181.015,3.372,176.628,2
0.0237395586115202,0.0828755286736127,0.0177691812141921,0.0591359700620861,4,550,#92FF00,1.36,4.748,181.018,3.388,176.612,2
0.0237395586115202,0.083103600619136,0.0178071932051022,0.0593640420076072,4,600,#FFB100,1.36,4.761,181.02,3.401,176.599,2
0.0237395586115202,0.0832964941445299,0.0178393421259984,0.0595569355330048,4,650,#F60000,1.36,4.773,181.022,3.412,176.588,2
0.0237395586115202,0.0834515904187143,0.0178651915050401,0.0597120318071859,4,700,#A20000,1.36,4.781,181.024,3.421,176.579,2
0.0316527563413096,0.109038539774337,0.0234485493526033,0.0773857834330307,4,400,#5B0088,1.814,6.247,181.344,4.434,175.566,2
0.0316527563413096,0.109657436620472,0.0235516988269573,0.0780046802791667,4,450,#0033FF,1.814,6.283,181.349,4.469,175.531,2
0.0316527563413096,0.110125835188128,0.0236297652548985,0.0784730788468232,4,500,#00FF80,1.814,6.31,181.354,4.496,175.504,2
0.0316527563413096,0.110496177267571,0.0236914889348109,0.0788434209262644,4,550,#92FF00,1.814,6.331,181.357,4.517,175.483,2
0.0316527563413096,0.110800288508895,0.0237421741417064,0.0791475321675893,4,600,#FFB100,1.814,6.348,181.36,4.535,175.465,2
0.0316527563413096,0.111057492952872,0.0237850415490279,0.0794047366115661,4,650,#F60000,1.814,6.363,181.363,4.55,175.45,2
0.0316527563413096,0.111264298582854,0.0238195091540264,0.0796115422415467,4,700,#A20000,1.814,6.375,181.365,4.561,175.439,2
0.0395659639578931,0.136290782294056,0.0293094577086533,0.0967248183361608,4,400,#5B0088,2.267,7.809,181.679,5.542,174.458,2
0.0395659639578931,0.137064451205621,0.0294384025272572,0.0974984872477251,4,450,#0033FF,2.267,7.853,181.687,5.586,174.414,2
0.0395659639578931,0.137649986335293,0.029535991715526,0.0980840223773979,4,500,#00FF80,2.267,7.887,181.692,5.62,174.38,2
0.0395659639578931,0.13811294355594,0.0296131512522994,0.0985469795980447,4,550,#92FF00,2.267,7.913,181.697,5.646,174.354,2
0.0395659639578931,0.138493107216389,0.0296765118623755,0.098927143258493,4,600,#FFB100,2.267,7.935,181.7,5.668,174.332,2
0.0395659639578931,0.138814633785491,0.0297300996238931,0.0992486698275959,4,650,#F60000,2.267,7.953,181.703,5.687,174.313,2
0.0395659639578931,0.139073157853083,0.0297731869684945,0.0995071938951882,4,700,#A20000,2.267,7.968,181.706,5.701,174.299,2
0.0474791839422916,0.163538093845808,0.0351695462980128,0.116058909903516,4,400,#5B0088,2.72,9.37,182.015,6.65,173.35,2
0.0474791839422916,0.164466566713408,0.0353242917759521,0.116987382771116,4,450,#0033FF,2.72,9.423,182.024,6.703,173.297,2
0.0474791839422916,0.165169263009893,0.0354414078253603,0.117690079067602,4,500,#00FF80,2.72,9.464,182.031,6.743,173.257,2
0.0474791839422916,0.165724855112764,0.0355340065091775,0.118245671170473,4,550,#92FF00,2.72,9.495,182.036,6.775,173.225,2
0.0474791839422916,0.166181087593042,0.035610045255897,0.118701903650752,4,600,#FFB100,2.72,9.521,182.04,6.801,173.199,2
0.0474791839422916,0.166566950292304,0.0356743557057696,0.119087766350014,4,650,#F60000,2.72,9.544,182.044,6.823,173.177,2
0.0474791839422916,0.166877204147609,0.0357260646816431,0.119398020205318,4,700,#A20000,2.72,9.561,182.047,6.841,173.159,2
0.0553924187817188,0.190779485549597,0.0410286507218885,0.135387066767877,4,400,#5B0088,3.174,10.931,182.351,7.757,172.243,2
0.0553924187817188,0.191862800629875,0.0412092032352631,0.136470381848154,4,450,#0033FF,3.174,10.993,182.361,7.819,172.181,2
0.0553924187817188,0.192682687610276,0.0413458510653311,0.137290268828556,4,500,#00FF80,3.174,11.04,182.369,7.866,172.134,2
0.0553924187817188,0.193330938277991,0.0414538928432819,0.13793851949627,4,550,#92FF00,3.174,11.077,182.375,7.903,172.097,2
0.0553924187817188,0.193863259253603,0.0415426130058883,0.138470840471883,4,600,#FFB100,3.174,11.108,182.38,7.934,172.066,2
0.0553924187817188,0.194313474884801,0.0416176489444234,0.138921056103081,4,650,#F60000,3.174,11.133,182.385,7.96,172.04,2
0.0553924187817188,0.194675472144649,0.0416779818210645,0.139283053362928,4,700,#A20000,3.174,11.154,182.388,7.98,172.02,2
0.0633056709708618,0.218013967058609,0.0468866063382448,0.154708296087745,4,400,#5B0088,3.627,12.491,182.686,8.864,171.136,2
0.0633056709708618,0.219252168967771,0.0470929733231056,0.155946497996907,4,450,#0033FF,3.627,12.562,182.698,8.935,171.065,2
0.0633056709708618,0.220189281056671,0.0472491586712548,0.156883610085806,4,500,#00FF80,3.627,12.616,182.707,8.989,171.011,2
0.0633056709708618,0.220930217909799,0.0473726481467761,0.157624546938934,4,550,#92FF00,3.627,12.658,182.714,9.031,170.969,2
0.0633056709708618,0.221538650328379,0.0474740535498722,0.158232979357515,4,600,#FFB100,3.627,12.693,182.72,9.066,170.934,2
0.0633056709708618,0.222053238487666,0.0475598182430862,0.158747567516802,4,650,#F60000,3.627,12.723,182.725,9.096,170.904,2
0.0633056709708618,0.222466995033566,0.0476287776674059,0.159161324062701,4,700,#A20000,3.627,12.746,182.729,9.119,170.881,2
0.0712189430131568,0.245240546313705,0.0527432482211429,0.174021603300549,4,400,#5B0088,4.081,14.051,183.022,9.971,170.029,2
0.0712189430131568,0.246633686019677,0.0529754381721388,0.17541474300652,4,450,#0033FF,4.081,14.131,183.035,10.051,169.949,2
0.0712189430131568,0.247688062543562,0.0531511675927874,0.176469119530406,4,500,#00FF80,4.081,14.191,183.045,10.111,169.889,2
0.0712189430131568,0.248521717136496,0.0532901100249443,0.177302774123339,4,550,#92FF00,4.081,14.239,183.053,10.159,169.841,2
0.0712189430131568,0.249206287214275,0.0534042050379021,0.177987344201118,4,600,#FFB100,4.081,14.278,183.06,10.198,169.802,2
0.0712189430131568,0.249785270289405,0.0535007022170882,0.178566327276249,4,650,#F60000,4.081,14.312,183.065,10.231,169.769,2
0.0712189430131568,0.250250804265493,0.0535782912131101,0.179031861252337,4,700,#A20000,4.081,14.338,183.07,10.258,169.742,2
0.0791322374220327,0.27245822929724,0.058598411119876,0.193325991875204,4,400,#5B0088,4.534,15.611,183.357,11.077,168.923,2
